"Product/Service Name","Variant Name","Quantity on hand","Item type","Single,parent or variant?","Category","SKU","Taxable","Option 1 name","Option 1 value","Option 2 name","Option 2 value","Option 3 name","Option 3 value","Option 4 name","Option 4 value","Option 5 name","Option 5 value","Price","Cost","Income Account","Expense Account","Inventory asset account","Sales Description","Purchase Description","Reorder Point"
"Coupling","Coupling",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","",,,
"Crate for roll, 119"" L x 8"" Dia, Approx # 1000lb. Conforms to ISPM-15 International Standard for Phy","Crate for roll, 119"" L x 8"" Dia, Approx # 1000lb. Conforms to ISPM-15 International Standard for Phy",0,"Non-Inventory","Single",,"Crate for roll","No","","","","","","","","","","",337.5,337.5,"Services","Purchases","","Crate for roll","Crate for roll",
"Credit Card","Credit Card",0,"Service","Single",,,"Yes","","","","","","","","","","",,,"Services","","",,,
"Custom Sticker","Custom Sticker",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",8.78,,"Services","Purchases","","Split Back Custom Sticker
Material: Glossy Stickers
Shape: Rectangle
Size: W: 2 x H: 1
Thickness: 5 mil
White BOPP, Glossy PET
Waterproof, UV resistant","Split Back Custom Sticker
Material: Glossy Stickers
Shape: Rectangle
Size: W: 2 x H: 1
Thickness: 5 mil
White BOPP, Glossy PET
Waterproof, UV resistant",
"Cut & Polish Disc, 4 in Diameter Disc, Medium Grade, Aluminum Oxide Abrasive, Nylon Fiber Backing, 6","Cut & Polish Disc, 4 in Diameter Disc, Medium Grade, Aluminum Oxide Abrasive, Nylon Fiber Backing, 6",0,"Non-Inventory","Single","ABRASIVE","F4S000300","Yes","","","","","","","","","","",3.95,,"Sales of Product Income","Cost of goods sold","","Specifications:","Specifications:",
"DC POWER SUPPLY, AP-PS0014","DC POWER SUPPLY, AP-PS0014",0,"Non-Inventory","Single",,"AP-PS0014","No","","","","","","","","","","",986.13,788.9,"Services","Purchases","",,,
"DEWALT Abrasive Cut-Off Wheel, Type 1","DEWALT Abrasive Cut-Off Wheel, Type 1",0,"Non-Inventory","Single",,"DW8062","No","","","","","","","","","","",,,"Services","Purchases","","4 1/2 in Dia, 0.045 in Thick, 7/8 in Arbor Hole Size, 60 Grit","4 1/2 in Dia, 0.045 in Thick, 7/8 in Arbor Hole Size, 60 Grit",
"DIN RAIL BRACKETS, 1799-BRKD","DIN RAIL BRACKETS, 1799-BRKD",0,"Non-Inventory","Single",,"1799-BRKD","No","","","","","","","","","","",56.01,,"Services","Purchases","","EMBEDDED INPUT/OUTPUT","EMBEDDED INPUT/OUTPUT",
"DIN Rail Slotted Aluminum RoHS 1 Meter Long 35mm 7.5mm","DIN Rail Slotted Aluminum RoHS 1 Meter Long 35mm 7.5mm",0,"Non-Inventory","Single","DIN Rail Slotted Aluminum RoHS","DIN Rail","No","","","","","","","","","","",,,"Services","","","DIN Rail Slotted Aluminum RoHS 1 Meter Long 35mm 7.5mm",,
"DRIVE PULLEY, ‭6800014605‬","DRIVE PULLEY, ‭6800014605‬",0,"Non-Inventory","Single",,"6800014605‬","No","","","","","","","","","","",2215.76,1661.82,"Services","Purchases","","P49387IO/140","P49387IO/140",
"Default for Unmatched Products","Default for Unmatched Products",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Sales of Product Income","","","Default for Unmatched Products (MyWorks Sync)",,
"Dell OptiPlex 7040","Dell OptiPlex 7040",0,"Non-Inventory","Single",,"7040","No","","","","","","","","","","",,,"Services","Purchases","","Micro Desktop Intel i5-6500T 2.5GHz 8GB RAM 256GB SSD, AC Adapter, (No Operating System)","Micro Desktop Intel i5-6500T 2.5GHz 8GB RAM 256GB SSD, AC Adapter, (No Operating System)",
"Disc Limit Switch L225F Replaces 08-2719-00 CNT03670","Disc Limit Switch L225F Replaces 08-2719-00 CNT03670",0,"Non-Inventory","Single",,"08-2719-00 CNT03670","No","","","","","","","","","","",133.99,106.99,"Services","Purchases","","OEM Trane American Standard Furnace","OEM Trane American Standard Furnace",
"Dodge Custom Quantis Speed Reducer","Dodge Custom Quantis Speed Reducer",0,"Non-Inventory","Single",,"BF483LN140TC11.95A4TI1.4375 X 7.87","No","","","","","","","","","","",2739.99,2537.89,"Services","Purchases","","BF483LN140TC11.95A4TI1.4375 X 7.87","BF483LN140TC11.95A4TI1.4375 X 7.87",
"Dodge Custom Quantis Speed Reducerr","Dodge Custom Quantis Speed Reducerr",0,"Non-Inventory","Single","Reducer","BF883LN180TC41.5A1TI1.9375 X 10.58","No","","","","","","","","","","",4544.99,4204.29,"Services","Purchases","","BF883LN180TC41.5A1TI1.9375 X 10.58","BF883LN180TC41.5A1TI1.9375 X 10.58",
"Dodge Flange Ball Bearing, F2B-SC-107, 124278","Dodge Flange Ball Bearing, F2B-SC-107, 124278",0,"Non-Inventory","Single","Bearings","F2B-SC-107, 124278","No","","","","","","","","","","",121.04,90.78,"Services","Purchases","","1-7/16 inch Bore, 2-Bolt Flange Mount, Set Screw Locking, Cast Iron Housing Material","1-7/16 inch Bore, 2-Bolt Flange Mount, Set Screw Locking, Cast Iron Housing Material",
"Dodge Flange Mount Ball Bearing","Dodge Flange Mount Ball Bearing",0,"Non-Inventory","Single",,"F2B-SC-111","No","","","","","","","","","","",,,"Services","Purchases","","1-11/16 in Bore, 2-Bolt Flange Mount, Set Screw Locking, Cast Iron Housing Material, F2B-SC-111","1-11/16 in Bore, 2-Bolt Flange Mount, Set Screw Locking, Cast Iron Housing Material, F2B-SC-111",
"Dodge Flange bearing, 065612, F2B-DL-111-ABHS","Dodge Flange bearing, 065612, F2B-DL-111-ABHS",0,"Non-Inventory","Single","Bearings:Flange Bearings","065612 F2B-DL-111-ABHS","No","","","","","","","","","","",247.53,185.65,"Services","Purchases","","Bore Diameter: 1-11/16 inch, Mounting Type: 2-Bolt Flange, Housing Material: Cast Iron, Locking Device: Concentric Collar, Expansion Type: Non-Expansion Bearing (Fixed)","Bore Diameter: 1-11/16 inch, Mounting Type: 2-Bolt Flange, Housing Material: Cast Iron, Locking Device: Concentric Collar, Expansion Type: Non-Expansion Bearing (Fixed)",
"Dodge Flange-Mount Ball Bearing, F2B-DL-115-ABHS","Dodge Flange-Mount Ball Bearing, F2B-DL-115-ABHS",0,"Non-Inventory","Single","Bearings:Flange Bearings","F2B-DL-115-ABHS, 078344","No","","","","","","","","","","",274.56,205.92,"Services","Purchases","","1-15/16 inch Bore, 2-Bolt Flange Mount, Clamp Collar Locking, Cast Iron Housing Material, Non-Expansion Bearing (Fixed)","1-15/16 inch Bore, 2-Bolt Flange Mount, Clamp Collar Locking, Cast Iron Housing Material, Non-Expansion Bearing (Fixed)",
"Dodge Inline Speed Reducer , E241154","Dodge Inline Speed Reducer , E241154",0,"Non-Inventory","Single","Reducer","E241154","No","","","","","","","","","","",2331.55,1748.66,"Services","Purchases","","09:1 Reduction, 9:1 Ratio, 0.7500 in Input Size, Hollow Output Type, Cast Iron Housing Material","09:1 Reduction, 9:1 Ratio, 0.7500 in Input Size, Hollow Output Type, Cast Iron Housing Material",
"Dodge Shaft Mount Speed Reducer, TXT109AT","Dodge Shaft Mount Speed Reducer, TXT109AT",0,"Non-Inventory","Single","Reducer","TXT109AT","No","","","","","","","","","","",2185.83,1748.66,"Services","Purchases","","9:1 Ratio, 0.7500 in Input Shaft Size, Output Bore Type: Hollow","9:1 Ratio, 0.7500 in Input Shaft Size, Output Bore Type: Hollow",
"Dodge TXT105ET ABHS REDUCER, 251120","Dodge TXT105ET ABHS REDUCER, 251120",0,"Non-Inventory","Single",,"251120","No","","","","","","","","","","",2185.83,1639.37,"Services","Purchases","","5:1 Ratio, 1.1250 inch Input Shaft Size, Output Bore Type: Hollow","5:1 Ratio, 1.1250 inch Input Shaft Size, Output Bore Type: Hollow",
"Dodge TXT115ET ABHS REDUCER, E241155","Dodge TXT115ET ABHS REDUCER, E241155",0,"Non-Inventory","Single","Reducer","E241155","No","","","","","","","","","","",2331.55,1748.66,"Services","Purchases","","Gear Ratio: 15.35:1, Input Size: 0.7500 inch Dia, Input Type: Belt-Driven, Material: Cast Iron, Output Type: Tapered Bushed, Reduction Type: Double Stage, Actual Ratio: 15.3500, AGMA Size:107, Bore Diameter (Maximum): 1.4375 inch, Bore Length Output: 7.0600 inch","Gear Ratio: 15.35:1, Input Size: 0.7500 inch Dia, Input Type: Belt-Driven, Material: Cast Iron, Output Type: Tapered Bushed, Reduction Type: Double Stage, Actual Ratio: 15.3500, AGMA Size:107, Bore Diameter (Maximum): 1.4375 inch, Bore Length Output: 7.0600 inch",
"Dodge TXT209AT  Shaft Mount Speed Reducer","Dodge TXT209AT  Shaft Mount Speed Reducer",0,"Non-Inventory","Single",,"TXT209AT","No","","","","","","","","","","",3049.99,2440,"Services","Purchases","","9:1 Ratio, 1.1250 in Input Shaft Size, Output Bore Type: Hollow","9:1 Ratio, 1.1250 in Input Shaft Size, Output Bore Type: Hollow",
"Dodge Tapered BUSH ASSY, 241292","Dodge Tapered BUSH ASSY, 241292",0,"Non-Inventory","Single",,"241292","No","","","","","","","","","","",218.19,163.64,"Services","Purchases","","1 7/16 TDT1","1 7/16 TDT1",
"Dodge, BRG22215C3 Bearing, 75mm Direct Mounting","Dodge, BRG22215C3 Bearing, 75mm Direct Mounting",0,"Non-Inventory","Single",,"421265","No","","","","","","","","","","",372.27,372.27,"Services","Purchases","","421265","421265",
"Dodge, Bearing Housing Seal, 2-13/16"" Triple-Tect Seal Drop - In ( For Open End Housing Only)","Dodge, Bearing Housing Seal, 2-13/16"" Triple-Tect Seal Drop - In ( For Open End Housing Only)",0,"Non-Inventory","Single",,"039289","No","","","","","","","","","","",98.15,98.15,"Services","Purchases","","039289","039289",
"Dodge, Bearing Housing Seal, 3-7/16"" Triple-Tect Seal Drop - In","Dodge, Bearing Housing Seal, 3-7/16"" Triple-Tect Seal Drop - In",0,"Non-Inventory","Single",,"039568","No","","","","","","","","","","",172.68,172.68,"Services","Purchases","","039568","039568",
"Dodge, CH4S-215-USAF Bearing Housing, USAF 200 4-Bolt Closed End","Dodge, CH4S-215-USAF Bearing Housing, USAF 200 4-Bolt Closed End",0,"Non-Inventory","Single",,"039685","No","","","","","","","","","","",412.36,412.36,"Services","Purchases","","039685","039685",
"Dodge, E-Z Kleen Right Angle Worm Speed Reducer","Dodge, E-Z Kleen Right Angle Worm Speed Reducer",0,"Non-Inventory","Single","Reducer","17QZ30H56","No","","","","","","","","","","",1700.57,1275.43,"Services","Purchases","","Single Reduction, 30:1 Ratio, 1.7500 in Center Distance, C-Face Quill Input, 0.6250 in Input Size, Hollow Output, 1.0000 in Output Size, Right Hand Output, 56C Frame","Single Reduction, 30:1 Ratio, 1.7500 in Center Distance, C-Face Quill Input, 0.6250 in Input Size, Hollow Output, 1.0000 in Output Size, Right Hand Output, 56C Frame",
"Dodge, E242257","Dodge, E242257",0,"Non-Inventory","Single","Reducer","E242257, ABHS 215","No","","","","","","","","","","",3053.73,2442.98,"Services","Purchases","","TXT215ET ABHS REDUCER","TXT215ET ABHS REDUCER",
"Dodge, Flange-Mount Ball Bearing, F2B-SXR-107-ABHS","Dodge, Flange-Mount Ball Bearing, F2B-SXR-107-ABHS",0,"Non-Inventory","Single","Bearings","F2B-SXR-107-ABHS","No","","","","","","","","","","",143.75,107,"Services","Purchases","","1-7/16 in Bore, 2-Bolt Flange Mount, Eccentric Collar Locking, Cast Iron Housing Material, Non-Expansion Bearing (Fixed), Single Lip Contact Seal Seal","1-7/16 in Bore, 2-Bolt Flange Mount, Eccentric Collar Locking, Cast Iron Housing Material, Non-Expansion Bearing (Fixed), Single Lip Contact Seal Seal",
"Dodge, H4S-215-USAF Bearing Housing, USAF 200 4-Bolt Open End ( For open end Drive Roll Only)","Dodge, H4S-215-USAF Bearing Housing, USAF 200 4-Bolt Open End ( For open end Drive Roll Only)",0,"Non-Inventory","Single",,"039684","No","","","","","","","","","","",379.85,379.85,"Services","Purchases","","039684","039684",
"Dodge, Inline Speed Reducer , E241154","Dodge, Inline Speed Reducer , E241154",0,"Non-Inventory","Single","Reducer","E241154","No","","","","","","","","","","",2331.55,1748.66,"Services","Purchases","","09:1 Reduction, 9:1 Ratio, 0.7500 in Input Size, Hollow Output Type, Cast Iron Housing Material","09:1 Reduction, 9:1 Ratio, 0.7500 in Input Size, Hollow Output Type, Cast Iron Housing Material",
"Double Pin Clamp 304 Stainless Steel","Double Pin Clamp 304 Stainless Steel",0,"Non-Inventory","Single",,"F4S000401","Yes","","","","","","","","","","",5.75,,"Sales","Cost of goods sold","","Specifications:","Specifications:",
"Double Split Collar 1 inch Shaft Diameter","Double Split Collar 1 inch Shaft Diameter",0,"Non-Inventory","Single",,"6436K38","No","","","","","","","","","","",23.49,,"Services","Purchases","","Clamping Two-Piece Shaft Collar, 303 Stainless Steel
Customer item# M572","Clamping Two-Piece Shaft Collar, 303 Stainless Steel
Customer item# 572",
"Double Split Collar 3/8 inch Shaft Diameter","Double Split Collar 3/8 inch Shaft Diameter",0,"Non-Inventory","Single","Double Split Collar","F4S000250","No","","","","","","","","","","",12.49,,"Sales of Product Income","","","7/8 inch OD x 3/8 inch Wd
Customer Item # M9688",,
"Double Split Collar Clamping Two- Piece Shaft, 1-5/16”","Double Split Collar Clamping Two- Piece Shaft, 1-5/16”",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",25.99,,"Services","Purchases","","1-5/16"" Shaft Diameter, 2-1/8 OD, Stainless Steel
Customer Item# M21959","1-5/16"" Shaft Diameter, 2-1/8 OD",
"Double Split Collar Clamping Two- Piece Shaft, 1-½""","Double Split Collar Clamping Two- Piece Shaft, 1-½""",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",29.99,,"Services","Purchases","","1-½"" Shaft Diameter, 2-3/8 OD, Stainless Steel
Customer Item# M8270","1-½"" Diameter, 2-3/8 OD",
"Double Split Collar Clamping Two- Piece Shaft, 3”","Double Split Collar Clamping Two- Piece Shaft, 3”",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",89.99,,"Services","Purchases","","3” Shaft Diameter, 4-½“ OD, Stainless Steel
Customer Item# M19516","3” Shaft Diameter, 4-½“ OD, Stainless Steel",
"Double Split Collar Clamping Two- Piece Shaft, 7/8”","Double Split Collar Clamping Two- Piece Shaft, 7/8”",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",19.99,,"Services","","","7/8"" Shaft Diameter, 1-5/8 OD, Stainless Steel
Customer Item# M570",,
"Double Split Collar Clamping Two- Piece Shaft, ½“","Double Split Collar Clamping Two- Piece Shaft, ½“",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",11.99,,"Services","","","½” Shaft Diameter, 1-1/8 OD, Stainless Steel
Customer Item# M568",,
"Double Split Collar Clamping Two- Piece Shaft, ¾”","Double Split Collar Clamping Two- Piece Shaft, ¾”",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",18.49,,"Services","Purchases","","¾” Shaft Diameter, 1-½“ OD, Stainless Steel
Customer Item# M3956","¾” Shaft Diameter, 1-½“ OD, Stainless Steel",
"Drive Plates, 061-06-008","Drive Plates, 061-06-008",0,"Non-Inventory","Single",,"061-06-008","No","","","","","","","","","","",19.99,14.75,"Services","Purchases","","Brake Parts","Brake Parts",
"Drive Pulley, 65101263","Drive Pulley, 65101263",0,"Non-Inventory","Single","Pulley","65101263","No","","","","","","","","","","",513,436.05,"Services","Purchases","","QS ERW SG 23 48C39","QS ERW SG 23 48C39",
"Duff-Norton, Electric Linear Actuator, SPA6415-24","Duff-Norton, Electric Linear Actuator, SPA6415-24",0,"Non-Inventory","Single",,"SPA6415-24","No","","","","","","","","","","",3409.99,,"Services","Purchases","","SPA Series 115 V Alternating Current (AC) Voltage, 1500 lb Load Capacity, and 24 inch Stroke Linear Actuator","SPA Series 115 V Alternating Current (AC) Voltage, 1500 lb Load Capacity, and 24 inch Stroke Linear Actuator",
"Duracell Ultra 12V 7AH AGM","Duracell Ultra 12V 7AH AGM",0,"Non-Inventory","Single",,"SLA12-7F2","No","","","","","","","","","","",,,"Services","Purchases","","Sealed Lead Acid (SLA) Battery with F2 Terminals","Sealed Lead Acid (SLA) Battery with F2 Terminals",
"E 12/2 U0/V6 GSTR-C-FR BLACK, 907235/ 3,048 mm","E 12/2 U0/V6 GSTR-C-FR BLACK, 907235/ 3,048 mm",0,"Non-Inventory","Single",,"907235/ 3,048 mm","No","","","","","","","","","","",807.19,605.39,"Services","Purchases","","Length: 3,048 mm
Width: 914 mm
ADV Transilon: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-06 stainless complete
Sp. Fabrication (pc) Cut.off b. corner at 20/45deg","Length: 3,048 mm
Width: 914 mm
ADV Transilon: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-06 stainless complete
Sp. Fabrication (pc) Cut.off b. corner at 20/45deg",
"E 12/2 U0/V6 GSTR-C-FR BLACK, 907235/ 4,367 mm","E 12/2 U0/V6 GSTR-C-FR BLACK, 907235/ 4,367 mm",0,"Non-Inventory","Single",,"907235/ 4,367 mm","No","","","","","","","","","","",1064.9,798.67,"Services","Purchases","","Length: 4,367 mm
Width: 914 mm
ADV Transilon: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener HS-06 stainless complete","Length: 4,367 mm
Width: 914 mm
ADV Transilon: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener HS-06 stainless complete",
"E 12/2 U0/V6 GSTR-C-FR BLACK, 907235/ 5,182 mm","E 12/2 U0/V6 GSTR-C-FR BLACK, 907235/ 5,182 mm",0,"Non-Inventory","Single",,"907235/ 5,182 mm","No","","","","","","","","","","",1224.14,918.1,"Services","Purchases","","Length: 5,182 mm
Width: 914 mm
ADV Transilon: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener HS-06 stainless complete","Length: 5,182 mm
Width: 914 mm
ADV Transilon: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener HS-06 stainless complete",
"E 12/2 U0/V6 GSTR-C-FR BLACK, 907235/ 5,487 mm","E 12/2 U0/V6 GSTR-C-FR BLACK, 907235/ 5,487 mm",0,"Non-Inventory","Single",,"907235/ 5,487 mm","No","","","","","","","","","","",1283.72,962.79,"Services","Purchases","","Length: 5,487 mm
Width: 914 mm
ADV Transilon: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener HS-06 stainless complete","Length: 5,487 mm
Width: 914 mm
ADV Transilon: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener HS-06 stainless complete",
"E 12/2 U0/V6 GSTR-C-FR BLACK, 907235/ 6,401 mm","E 12/2 U0/V6 GSTR-C-FR BLACK, 907235/ 6,401 mm",0,"Non-Inventory","Single",,"907235/ 6,401 mm","No","","","","","","","","","","",1462.3,1096.72,"Services","Purchases","","Length: 6,401 mm
Width: 914 mm
ADV Transilon: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener HS-06 stainless complete","Length: 6,401 mm
Width: 914 mm
ADV Transilon: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener HS-06 stainless complete",
"E-GPU 90 KVA, Batter Guard","E-GPU 90 KVA, Batter Guard",0,"Non-Inventory","Single",,"AP-575860","No","","","","","","","","","","",1185.99,949,"Services","Purchases","","AP-575860","AP-575860",
"E-GPU 90 KVA, Control Board","E-GPU 90 KVA, Control Board",0,"Non-Inventory","Single",,"AP-579526","No","","","","","","","","","","",2629.99,2180,"Services","Purchases","","AP-579526","AP-579526",
"E-GPU 90 KVA, Interface Board","E-GPU 90 KVA, Interface Board",0,"Non-Inventory","Single",,"AP-579564","No","","","","","","","","","","",4449.99,3670,"Services","Purchases","","AP-579564","AP-579564",
"EATON Portable Air Conditioner, SRCOOL12KE","EATON Portable Air Conditioner, SRCOOL12KE",0,"Non-Inventory","Single","HVAC","SRCOOL12KE","No","","","","","","","","","","",1849.99,,"Services","Purchases","","258.3 sq ft – 258 sq ft, 13,000 BtuH, 120V AC, Cooling Only","258.3 sq ft – 258 sq ft, 13,000 BtuH, 120V AC, Cooling Only",
"ENCLOSURE LATCH, ¼ TURN","ENCLOSURE LATCH, ¼ TURN",0,"Non-Inventory","Single","Latch Locks","F4S001250","No","","","","","","","","","","",22.49,,"Sales of Product Income","Cost of goods sold","","Lock Cylinder, 316 SS
Customer Item# E13936","ENCLOSURE LATCH (¼ TURN SS)",
"ERSS,30A-NF,3P,N1,R PISTOL, UL98","ERSS,30A-NF,3P,N1,R PISTOL, UL98",0,"Non-Inventory","Single",,"UL98","Yes","","","","","","","","","","",,,"Services","Purchases","","EOT930N3PA3-PB1","EOT930N3PA3-PB1",
"ERSS,30A-NF,3P,N4XSS,BL PISTOL, UL98, AUX","ERSS,30A-NF,3P,N4XSS,BL PISTOL, UL98, AUX",0,"Non-Inventory","Single",,"UL98, AUX","No","","","","","","","","","","",,,"Services","Purchases","","EOT930N3PAX-PB1","EOT930N3PAX-PB1",
"Eaton Bussmann Fuse, FRN-R-30","Eaton Bussmann Fuse, FRN-R-30",0,"Non-Inventory","Single","Fuse","FRN-R-30","No","","","","","","","","","","",,,"Services","Purchases","","UL Class Fuse, RK5 Class, Time-Delay, 30A, 250V AC, Non-Indicating","UL Class Fuse, RK5 Class, Time-Delay, 30A, 250V AC, Non-Indicating",
